CODIGO DE CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO
393771;GSL217;200;31/01/2017;Cobertura Enero;COBERTURA
395442;HHP673;200;31/01/2017;Cobertura Enero;COBERTURA
395677;EBT381;200;31/01/2017;Cobertura Enero;COBERTURA
91086;DBT660;200;31/01/2017;Cobertura Enero;COBERTURA
101791;MHH822;200;31/01/2017;Cobertura Enero;COBERTURA
105003;MCJ577;200;31/01/2017;Cobertura Enero;COBERTURA
137684;XDS110;200;31/01/2017;Cobertura Enero;COBERTURA
123829;JLL478;200;31/01/2017;Cobertura Enero;COBERTURA
141498;ZTE909;200;31/01/2017;Cobertura Enero;COBERTURA
172374;PAT944;200;31/01/2017;Cobertura Enero;COBERTURA
173391;JUE934;200;31/01/2017;Cobertura Enero;COBERTURA
176575;BRI573;200;31/01/2017;Cobertura Enero;COBERTURA
176995;ONC540;200;31/01/2017;Cobertura Enero;COBERTURA
182878;CXR176;200;31/01/2017;Cobertura Enero;COBERTURA
185206;LNT876;200;31/01/2017;Cobertura Enero;COBERTURA
186190;ZFC671;200;31/01/2017;Cobertura Enero;COBERTURA
189187;EIW612;200;31/01/2017;Cobertura Enero;COBERTURA
301593;EHV970;200;31/01/2017;Cobertura Enero;COBERTURA
189778;EKA746;200;31/01/2017;Cobertura Enero;COBERTURA
302976;CGM687;200;31/01/2017;Cobertura Enero;COBERTURA
304176;QZE394;200;31/01/2017;Cobertura Enero;COBERTURA
307542;KQA415;200;31/01/2017;Cobertura Enero;COBERTURA
307918;BXE140;200;31/01/2017;Cobertura Enero;COBERTURA
307993;TLQ547;200;31/01/2017;Cobertura Enero;COBERTURA
309773;MAW287;200;31/01/2017;Cobertura Enero;COBERTURA
310805;TRX648;200;31/01/2017;Cobertura Enero;COBERTURA
310899;XEH734;200;31/01/2017;Cobertura Enero;COBERTURA
312676;XIB608;200;31/01/2017;Cobertura Enero;COBERTURA
312699;OAJ403;200;31/01/2017;Cobertura Enero;COBERTURA
316249;FCX648;200;31/01/2017;Cobertura Enero;COBERTURA
319843;HZA679;200;31/01/2017;Cobertura Enero;COBERTURA
322529;WTD619;200;31/01/2017;Cobertura Enero;COBERTURA
323770;IVE642;200;31/01/2017;Cobertura Enero;COBERTURA
324436;UPX729;200;31/01/2017;Cobertura Enero;COBERTURA
326943;BOX739;200;31/01/2017;Cobertura Enero;COBERTURA
327846;GYW672;200;31/01/2017;Cobertura Enero;COBERTURA
330400;NAA440;200;31/01/2017;Cobertura Enero;COBERTURA
330649;RGT289;200;31/01/2017;Cobertura Enero;COBERTURA
334248;SKR916;200;31/01/2017;Cobertura Enero;COBERTURA
335240;PQO615;200;31/01/2017;Cobertura Enero;COBERTURA
351965;GSY357;200;31/01/2017;Cobertura Enero;COBERTURA
354898;MUZ829;200;31/01/2017;Cobertura Enero;COBERTURA
354920;LSI332;200;31/01/2017;Cobertura Enero;COBERTURA
357380;SNO519;200;31/01/2017;Cobertura Enero;COBERTURA
359581;HJH698;200;31/01/2017;Cobertura Enero;COBERTURA
359930;EOX386;200;31/01/2017;Cobertura Enero;COBERTURA
360199;RMH517;200;31/01/2017;Cobertura Enero;COBERTURA
360610;IPT700;200;31/01/2017;Cobertura Enero;COBERTURA
365124;CJR306;200;31/01/2017;Cobertura Enero;COBERTURA
365231;JGC990;200;31/01/2017;Cobertura Enero;COBERTURA
365510;JPZ830;200;31/01/2017;Cobertura Enero;COBERTURA
365771;EEZ874;200;31/01/2017;Cobertura Enero;COBERTURA
367129;SXG669;200;31/01/2017;Cobertura Enero;COBERTURA
367673;TXV901;200;31/01/2017;Cobertura Enero;COBERTURA
368359;OUN555;200;31/01/2017;Cobertura Enero;COBERTURA
369915;HKF692;200;31/01/2017;Cobertura Enero;COBERTURA
370492;YOX623;200;31/01/2017;Cobertura Enero;COBERTURA
371126;GKA723;200;31/01/2017;Cobertura Enero;COBERTURA
372511;QOO812;200;31/01/2017;Cobertura Enero;COBERTURA
373102;RQV108;200;31/01/2017;Cobertura Enero;COBERTURA
373196;VYT653;200;31/01/2017;Cobertura Enero;COBERTURA
373482;JDX167;200;31/01/2017;Cobertura Enero;COBERTURA
374079;XJD795;200;31/01/2017;Cobertura Enero;COBERTURA
374681;BDV239;200;31/01/2017;Cobertura Enero;COBERTURA
374864;XBS419;200;31/01/2017;Cobertura Enero;COBERTURA
374981;POT643;200;31/01/2017;Cobertura Enero;COBERTURA
375480;YUE600;200;31/01/2017;Cobertura Enero;COBERTURA
376032;BTF123;200;31/01/2017;Cobertura Enero;COBERTURA
377340;UOZ215;200;31/01/2017;Cobertura Enero;COBERTURA
377934;VBC787;200;31/01/2017;Cobertura Enero;COBERTURA
379308;TZO783;200;31/01/2017;Cobertura Enero;COBERTURA
381151;FQQ571;200;31/01/2017;Cobertura Enero;COBERTURA
383424;LZO825;200;31/01/2017;Cobertura Enero;COBERTURA
383515;SHZ255;200;31/01/2017;Cobertura Enero;COBERTURA
384641;GAY254;200;31/01/2017;Cobertura Enero;COBERTURA
385070;CXV597;200;31/01/2017;Cobertura Enero;COBERTURA
385073;WLY466;200;31/01/2017;Cobertura Enero;COBERTURA
386181;RHZ148;200;31/01/2017;Cobertura Enero;COBERTURA
386572;DOZ299;200;31/01/2017;Cobertura Enero;COBERTURA
388368;RLY764;200;31/01/2017;Cobertura Enero;COBERTURA
388742;DBH969;200;31/01/2017;Cobertura Enero;COBERTURA
389082;EFS735;200;31/01/2017;Cobertura Enero;COBERTURA
389420;ZEZ565;200;31/01/2017;Cobertura Enero;COBERTURA
391354;YJM576;200;31/01/2017;Cobertura Enero;COBERTURA
392294;DCZ467;200;31/01/2017;Cobertura Enero;COBERTURA
395287;JGH720;200;31/01/2017;Cobertura Enero;COBERTURA
61597;RBG621;200;31/01/2017;Cobertura Enero;COBERTURA
66288;CHE963;200;31/01/2017;Cobertura Enero;COBERTURA
263;AHU932;200;31/01/2017;Cobertura Enero;COBERTURA
282;NXZ506;200;31/01/2017;Cobertura Enero;COBERTURA
386;NIT783;200;31/01/2017;Cobertura Enero;COBERTURA
429;YHS885;200;31/01/2017;Cobertura Enero;COBERTURA
478;MVI213;200;31/01/2017;Cobertura Enero;COBERTURA
517;PTV773;200;31/01/2017;Cobertura Enero;COBERTURA
640;CRI120;200;31/01/2017;Cobertura Enero;COBERTURA
10872;BFP375;200;31/01/2017;Cobertura Enero;COBERTURA
11264;BJF498;200;31/01/2017;Cobertura Enero;COBERTURA
11625;CDD111;200;31/01/2017;Cobertura Enero;COBERTURA
11836;UPA327;200;31/01/2017;Cobertura Enero;COBERTURA
150620;VIW303;200;31/01/2017;Cobertura Enero;COBERTURA
151018;ECQ980;200;31/01/2017;Cobertura Enero;COBERTURA
151156;LTY926;200;31/01/2017;Cobertura Enero;COBERTURA
151309;QAG997;200;31/01/2017;Cobertura Enero;COBERTURA
151557;CRS536;200;31/01/2017;Cobertura Enero;COBERTURA
151857;QSG106;200;31/01/2017;Cobertura Enero;COBERTURA
159342;OJX855;200;31/01/2017;Cobertura Enero;COBERTURA
9052;AXS860;200;31/01/2017;Cobertura Enero;COBERTURA
9287;PKR752;200;31/01/2017;Cobertura Enero;COBERTURA
9970;HLV644;200;31/01/2017;Cobertura Enero;COBERTURA
10187;MSB255;200;31/01/2017;Cobertura Enero;COBERTURA
5094;VDT803;200;31/01/2017;Cobertura Enero;COBERTURA
9583;GTB742;200;31/01/2017;Cobertura Enero;COBERTURA
9683;IUJ499;200;31/01/2017;Cobertura Enero;COBERTURA
9964;NJO678;200;31/01/2017;Cobertura Enero;COBERTURA
2019;ONP856;200;31/01/2017;Cobertura Enero;COBERTURA
2376;NRR990;200;31/01/2017;Cobertura Enero;COBERTURA
2987;WVG223;200;31/01/2017;Cobertura Enero;COBERTURA
3867;EUB872;200;31/01/2017;Cobertura Enero;COBERTURA
662;MAI626;200;31/01/2017;Cobertura Enero;COBERTURA
752;SOV524;200;31/01/2017;Cobertura Enero;COBERTURA
4436;LVQ680;200;31/01/2017;Cobertura Enero;COBERTURA
10863;DIH115;200;31/01/2017;Cobertura Enero;COBERTURA
10924;QZJ910;200;31/01/2017;Cobertura Enero;COBERTURA
11745;QBK524;200;31/01/2017;Cobertura Enero;COBERTURA
1215;VWU142;200;31/01/2017;Cobertura Enero;COBERTURA
13573;WVR498;200;31/01/2017;Cobertura Enero;COBERTURA
14461;MFI360;200;31/01/2017;Cobertura Enero;COBERTURA
14731;HGO400;200;31/01/2017;Cobertura Enero;COBERTURA
1511;BZV488;200;31/01/2017;Cobertura Enero;COBERTURA
15183;MIO156;200;31/01/2017;Cobertura Enero;COBERTURA
15680;DMY137;200;31/01/2017;Cobertura Enero;COBERTURA
16564;SHL959;200;31/01/2017;Cobertura Enero;COBERTURA
17107;SLK925;200;31/01/2017;Cobertura Enero;COBERTURA
18008;PIH769;200;31/01/2017;Cobertura Enero;COBERTURA
18534;OUT168;200;31/01/2017;Cobertura Enero;COBERTURA
18772;OCM833;200;31/01/2017;Cobertura Enero;COBERTURA
18792;TMX462;200;31/01/2017;Cobertura Enero;COBERTURA
18847;DJJ980;200;31/01/2017;Cobertura Enero;COBERTURA
2701;AHT561;200;31/01/2017;Cobertura Enero;COBERTURA
3294;LXI439;200;31/01/2017;Cobertura Enero;COBERTURA
3296;FLF248;200;31/01/2017;Cobertura Enero;COBERTURA
3363;CDN888;200;31/01/2017;Cobertura Enero;COBERTURA
4658;QCV966;200;31/01/2017;Cobertura Enero;COBERTURA
4754;ECT556;200;31/01/2017;Cobertura Enero;COBERTURA
6347;HRP819;200;31/01/2017;Cobertura Enero;COBERTURA
6444;XOV952;200;31/01/2017;Cobertura Enero;COBERTURA
6514;AJT873;200;31/01/2017;Cobertura Enero;COBERTURA
7000;CTL653;200;31/01/2017;Cobertura Enero;COBERTURA
9176;PFZ396;200;31/01/2017;Cobertura Enero;COBERTURA
943;UIW204;200;31/01/2017;Cobertura Enero;COBERTURA
9984;FCL943;200;31/01/2017;Cobertura Enero;COBERTURA
18542;AXA697;200;31/01/2017;Cobertura Enero;COBERTURA
21062;ZPB408;200;31/01/2017;Cobertura Enero;COBERTURA
27208;CAN547;200;31/01/2017;Cobertura Enero;COBERTURA
27495;QJT180;200;31/01/2017;Cobertura Enero;COBERTURA
28784;ERR849;200;31/01/2017;Cobertura Enero;COBERTURA
28790;WSJ570;200;31/01/2017;Cobertura Enero;COBERTURA
30479;XZO141;200;31/01/2017;Cobertura Enero;COBERTURA
30795;TXD224;200;31/01/2017;Cobertura Enero;COBERTURA
33444;KZZ171;200;31/01/2017;Cobertura Enero;COBERTURA
34471;GSV425;200;31/01/2017;Cobertura Enero;COBERTURA
35674;JIZ933;200;31/01/2017;Cobertura Enero;COBERTURA
36107;TDN338;200;31/01/2017;Cobertura Enero;COBERTURA
40503;RVY410;200;31/01/2017;Cobertura Enero;COBERTURA
41296;AHZ446;200;31/01/2017;Cobertura Enero;COBERTURA
41738;IPV985;200;31/01/2017;Cobertura Enero;COBERTURA
9908;VFL854;200;31/01/2017;Cobertura Enero;COBERTURA
10640;ACP544;200;31/01/2017;Cobertura Enero;COBERTURA
12300;AFC148;200;31/01/2017;Cobertura Enero;COBERTURA
1302;WSC383;200;31/01/2017;Cobertura Enero;COBERTURA
13088;FCO203;200;31/01/2017;Cobertura Enero;COBERTURA
13441;HHK457;200;31/01/2017;Cobertura Enero;COBERTURA
13804;WID814;200;31/01/2017;Cobertura Enero;COBERTURA
14515;WFE446;200;31/01/2017;Cobertura Enero;COBERTURA
147;GTY385;200;31/01/2017;Cobertura Enero;COBERTURA
14756;OAD213;200;31/01/2017;Cobertura Enero;COBERTURA
2335;NAK147;200;31/01/2017;Cobertura Enero;COBERTURA
5215;DLY418;200;31/01/2017;Cobertura Enero;COBERTURA
7517;MFN231;200;31/01/2017;Cobertura Enero;COBERTURA
780;OKY850;200;31/01/2017;Cobertura Enero;COBERTURA
8220;MIL664;200;31/01/2017;Cobertura Enero;COBERTURA
9877;DRS711;200;31/01/2017;Cobertura Enero;COBERTURA
10450;XIO622;200;31/01/2017;Cobertura Enero;COBERTURA
10796;KEK385;200;31/01/2017;Cobertura Enero;COBERTURA
11755;BXF653;200;31/01/2017;Cobertura Enero;COBERTURA
11944;JHS961;200;31/01/2017;Cobertura Enero;COBERTURA
12679;MGY584;200;31/01/2017;Cobertura Enero;COBERTURA
12697;JWR331;200;31/01/2017;Cobertura Enero;COBERTURA
13031;OLE571;200;31/01/2017;Cobertura Enero;COBERTURA
13093;UKT742;200;31/01/2017;Cobertura Enero;COBERTURA
13269;GUT734;200;31/01/2017;Cobertura Enero;COBERTURA
14044;FUN427;200;31/01/2017;Cobertura Enero;COBERTURA
14230;QGS540;200;31/01/2017;Cobertura Enero;COBERTURA
14343;TFN205;200;31/01/2017;Cobertura Enero;COBERTURA
14375;WLI300;200;31/01/2017;Cobertura Enero;COBERTURA
14376;FRD710;200;31/01/2017;Cobertura Enero;COBERTURA
14397;AUM345;200;31/01/2017;Cobertura Enero;COBERTURA
14466;HYY459;200;31/01/2017;Cobertura Enero;COBERTURA
14597;WHZ108;200;31/01/2017;Cobertura Enero;COBERTURA
14603;OSV901;200;31/01/2017;Cobertura Enero;COBERTURA
14614;ABT832;200;31/01/2017;Cobertura Enero;COBERTURA
15047;RLP602;200;31/01/2017;Cobertura Enero;COBERTURA
15090;HWI740;200;31/01/2017;Cobertura Enero;COBERTURA
15130;NSF910;200;31/01/2017;Cobertura Enero;COBERTURA
15184;FPI386;200;31/01/2017;Cobertura Enero;COBERTURA
15401;CRU502;200;31/01/2017;Cobertura Enero;COBERTURA
15422;BHC695;200;31/01/2017;Cobertura Enero;COBERTURA
15435;RBX718;200;31/01/2017;Cobertura Enero;COBERTURA
15485;GNY130;200;31/01/2017;Cobertura Enero;COBERTURA
15641;YFF974;200;31/01/2017;Cobertura Enero;COBERTURA
2021;SRX224;200;31/01/2017;Cobertura Enero;COBERTURA
2070;QLQ456;200;31/01/2017;Cobertura Enero;COBERTURA
220;GRS971;200;31/01/2017;Cobertura Enero;COBERTURA
3474;AVM759;200;31/01/2017;Cobertura Enero;COBERTURA
3497;VGX114;200;31/01/2017;Cobertura Enero;COBERTURA
6987;QNB752;200;31/01/2017;Cobertura Enero;COBERTURA
7153;SAR836;200;31/01/2017;Cobertura Enero;COBERTURA
7350;CHC153;200;31/01/2017;Cobertura Enero;COBERTURA
7759;HAA217;200;31/01/2017;Cobertura Enero;COBERTURA
7964;IZZ576;200;31/01/2017;Cobertura Enero;COBERTURA
952;HJY656;200;31/01/2017;Cobertura Enero;COBERTURA
105322;NFA826;200;31/01/2017;Cobertura Enero;COBERTURA
113161;VUT650;200;31/01/2017;Cobertura Enero;COBERTURA
10449;QAF313;200;31/01/2017;Cobertura Enero;COBERTURA
13923;JWI639;200;31/01/2017;Cobertura Enero;COBERTURA
1510;UAJ817;200;31/01/2017;Cobertura Enero;COBERTURA
17929;XKL312;200;31/01/2017;Cobertura Enero;COBERTURA
1895;VJM190;200;31/01/2017;Cobertura Enero;COBERTURA
2991;IMX513;200;31/01/2017;Cobertura Enero;COBERTURA
3233;YOA616;200;31/01/2017;Cobertura Enero;COBERTURA
5440;VZA242;200;31/01/2017;Cobertura Enero;COBERTURA
714;RIH125;200;31/01/2017;Cobertura Enero;COBERTURA
9513;NDL360;200;31/01/2017;Cobertura Enero;COBERTURA
11718;BAJ689;200;31/01/2017;Cobertura Enero;COBERTURA
70454;QOX697;200;31/01/2017;Cobertura Enero;COBERTURA
99548;UZU493;200;31/01/2017;Cobertura Enero;COBERTURA
123;PFT706;200;31/01/2017;Cobertura Enero;COBERTURA
21009;YWE752;200;31/01/2017;Cobertura Enero;COBERTURA
44034;IBR733;200;31/01/2017;Cobertura Enero;COBERTURA
224059;YDM239;200;31/01/2017;Cobertura Enero;COBERTURA
224081;DVH287;200;31/01/2017;Cobertura Enero;COBERTURA
505151;OXD442;200;31/01/2017;Cobertura Enero;COBERTURA
509002;JMQ741;200;31/01/2017;Cobertura Enero;COBERTURA
509004;FKF101;200;31/01/2017;Cobertura Enero;COBERTURA
509012;WTN931;200;31/01/2017;Cobertura Enero;COBERTURA
907131;HFB249;200;31/01/2017;Cobertura Enero;COBERTURA
10058;JZD349;200;31/01/2017;Cobertura Enero;COBERTURA
10118;NQT350;200;31/01/2017;Cobertura Enero;COBERTURA
10316;NFV368;200;31/01/2017;Cobertura Enero;COBERTURA
10633;WCV791;200;31/01/2017;Cobertura Enero;COBERTURA
10884;XIW819;200;31/01/2017;Cobertura Enero;COBERTURA
10927;HHH719;200;31/01/2017;Cobertura Enero;COBERTURA
11028;XLE629;200;31/01/2017;Cobertura Enero;COBERTURA
1115;TFL619;200;31/01/2017;Cobertura Enero;COBERTURA
1923;WDD768;200;31/01/2017;Cobertura Enero;COBERTURA
2313;GXW514;200;31/01/2017;Cobertura Enero;COBERTURA
2472;XSI474;200;31/01/2017;Cobertura Enero;COBERTURA
2862;KJR943;200;31/01/2017;Cobertura Enero;COBERTURA
301;QFM343;200;31/01/2017;Cobertura Enero;COBERTURA
6474;FEK208;200;31/01/2017;Cobertura Enero;COBERTURA
7644;SQT140;200;31/01/2017;Cobertura Enero;COBERTURA
79;OZY627;200;31/01/2017;Cobertura Enero;COBERTURA
8131;MXQ900;200;31/01/2017;Cobertura Enero;COBERTURA
316;WIK690;200;31/01/2017;Cobertura Enero;COBERTURA
4502;GPV319;200;31/01/2017;Cobertura Enero;COBERTURA
4532;LWZ331;200;31/01/2017;Cobertura Enero;COBERTURA
710;HJJ114;200;31/01/2017;Cobertura Enero;COBERTURA
11642;HWL127;200;31/01/2017;Cobertura Enero;COBERTURA
12053;ASM685;200;31/01/2017;Cobertura Enero;COBERTURA
12487;RCL496;200;31/01/2017;Cobertura Enero;COBERTURA
13550;QPU200;200;31/01/2017;Cobertura Enero;COBERTURA
5124;CZD190;200;31/01/2017;Cobertura Enero;COBERTURA
5594;KLS868;200;31/01/2017;Cobertura Enero;COBERTURA
7705;KQD987;200;31/01/2017;Cobertura Enero;COBERTURA
10243;SSF949;200;31/01/2017;Cobertura Enero;COBERTURA
13268;OKI932;200;31/01/2017;Cobertura Enero;COBERTURA
16893;ATR577;200;31/01/2017;Cobertura Enero;COBERTURA
17876;OBZ914;200;31/01/2017;Cobertura Enero;COBERTURA
18041;JEW436;200;31/01/2017;Cobertura Enero;COBERTURA
4296;NQZ642;200;31/01/2017;Cobertura Enero;COBERTURA
5751;ABR694;200;31/01/2017;Cobertura Enero;COBERTURA
60106;JDP381;200;31/01/2017;Cobertura Enero;COBERTURA
60112;HYY286;200;31/01/2017;Cobertura Enero;COBERTURA
60139;NZN893;200;31/01/2017;Cobertura Enero;COBERTURA
60151;XWX888;200;31/01/2017;Cobertura Enero;COBERTURA
60152;SDR843;200;31/01/2017;Cobertura Enero;COBERTURA
1808;PXP502;200;31/01/2017;Cobertura Enero;COBERTURA
1907;PRC928;200;31/01/2017;Cobertura Enero;COBERTURA
2751;QBE693;200;31/01/2017;Cobertura Enero;COBERTURA
2851;AUL587;200;31/01/2017;Cobertura Enero;COBERTURA
330;UGQ114;200;31/01/2017;Cobertura Enero;COBERTURA
4321;EDN267;200;31/01/2017;Cobertura Enero;COBERTURA
4416;QYI965;200;31/01/2017;Cobertura Enero;COBERTURA
4524;AHO564;200;31/01/2017;Cobertura Enero;COBERTURA
6326;ZNX324;200;31/01/2017;Cobertura Enero;COBERTURA
7222;IWY454;200;31/01/2017;Cobertura Enero;COBERTURA
7464;EWZ197;200;31/01/2017;Cobertura Enero;COBERTURA
7551;LLI248;200;31/01/2017;Cobertura Enero;COBERTURA
906;XHC890;200;31/01/2017;Cobertura Enero;COBERTURA
9937;FAD803;200;31/01/2017;Cobertura Enero;COBERTURA
1350;UTM347;200;31/01/2017;Cobertura Enero;COBERTURA
2021;JKE825;200;31/01/2017;Cobertura Enero;COBERTURA
2029;JWM838;200;31/01/2017;Cobertura Enero;COBERTURA
2046;UUX406;200;31/01/2017;Cobertura Enero;COBERTURA
2715;SDC681;200;31/01/2017;Cobertura Enero;COBERTURA
3084;JGP182;200;31/01/2017;Cobertura Enero;COBERTURA
7622;NNV608;200;31/01/2017;Cobertura Enero;COBERTURA
7837;OIJ776;200;31/01/2017;Cobertura Enero;COBERTURA
8268;OTI442;200;31/01/2017;Cobertura Enero;COBERTURA
9201;PCW609;200;31/01/2017;Cobertura Enero;COBERTURA
9922;ZXE603;200;31/01/2017;Cobertura Enero;COBERTURA
364948;HHS222;200;31/01/2017;Cobertura Enero;COBERTURA
378382;CJO667;200;31/01/2017;Cobertura Enero;COBERTURA
11841;XIG684;200;31/01/2017;Cobertura Enero;COBERTURA
15096;FGZ939;200;31/01/2017;Cobertura Enero;COBERTURA
15751;ONW748;200;31/01/2017;Cobertura Enero;COBERTURA
15791;IIS724;200;31/01/2017;Cobertura Enero;COBERTURA
16081;EDL710;200;31/01/2017;Cobertura Enero;COBERTURA
1684;QEG868;200;31/01/2017;Cobertura Enero;COBERTURA
3146;SEB878;200;31/01/2017;Cobertura Enero;COBERTURA
397297;UJS584;200;31/01/2017;Cobertura Enero;COBERTURA
395348;IPA444;200;31/01/2017;Cobertura Enero;COBERTURA
395921;IJM746;200;31/01/2017;Cobertura Enero;COBERTURA
396357;SOO269;200;31/01/2017;Cobertura Enero;COBERTURA
817924;TMD494;200;31/01/2017;Cobertura Enero;COBERTURA
2637;OCJ149;200;31/01/2017;Cobertura Enero;COBERTURA
3432;YHO181;200;31/01/2017;Cobertura Enero;COBERTURA
20099;NZS754;200;31/01/2017;Cobertura Enero;COBERTURA
10679;RSX122;200;31/01/2017;Cobertura Enero;COBERTURA
603;OCD541;200;31/01/2017;Cobertura Enero;COBERTURA
385488;HCF897;200;31/01/2017;Cobertura Enero;COBERTURA
353070;YUD496;200;31/01/2017;Cobertura Enero;COBERTURA
2436;QIL207;200;31/01/2017;Cobertura Enero;COBERTURA
33095;KLD953;150;31/01/2017;Cobertura Enero;COBERTURA
382238;KAZ878;150;31/01/2017;Cobertura Enero;COBERTURA
319789;LKH582;150;31/01/2017;Cobertura Enero;COBERTURA
322061;ZBG925;150;31/01/2017;Cobertura Enero;COBERTURA
335111;HVT291;150;31/01/2017;Cobertura Enero;COBERTURA
337072;BXX632;150;31/01/2017;Cobertura Enero;COBERTURA
337703;FGS385;150;31/01/2017;Cobertura Enero;COBERTURA
358641;BXX266;150;31/01/2017;Cobertura Enero;COBERTURA
360553;HZQ227;150;31/01/2017;Cobertura Enero;COBERTURA
368762;KUZ412;150;31/01/2017;Cobertura Enero;COBERTURA
370908;AJH833;150;31/01/2017;Cobertura Enero;COBERTURA
371834;GKG731;150;31/01/2017;Cobertura Enero;COBERTURA
372859;CIP440;150;31/01/2017;Cobertura Enero;COBERTURA
384647;BLF658;150;31/01/2017;Cobertura Enero;COBERTURA
390422;IZA631;150;31/01/2017;Cobertura Enero;COBERTURA
395829;TGZ105;150;31/01/2017;Cobertura Enero;COBERTURA
142189;HNO994;150;31/01/2017;Cobertura Enero;COBERTURA
156386;BSV695;150;31/01/2017;Cobertura Enero;COBERTURA
189981;YFG182;150;31/01/2017;Cobertura Enero;COBERTURA
326004;SOQ451;150;31/01/2017;Cobertura Enero;COBERTURA
326169;ADB585;150;31/01/2017;Cobertura Enero;COBERTURA
337632;EUH187;150;31/01/2017;Cobertura Enero;COBERTURA
357950;JVV254;150;31/01/2017;Cobertura Enero;COBERTURA
359604;XUR295;150;31/01/2017;Cobertura Enero;COBERTURA
367923;WYX594;150;31/01/2017;Cobertura Enero;COBERTURA
368700;THR794;150;31/01/2017;Cobertura Enero;COBERTURA
369917;OHK532;150;31/01/2017;Cobertura Enero;COBERTURA
378879;BBQ631;150;31/01/2017;Cobertura Enero;COBERTURA
381088;CWE173;150;31/01/2017;Cobertura Enero;COBERTURA
383516;BRP901;150;31/01/2017;Cobertura Enero;COBERTURA
384993;IBI316;150;31/01/2017;Cobertura Enero;COBERTURA
386987;QLH650;150;31/01/2017;Cobertura Enero;COBERTURA
389216;PTM714;150;31/01/2017;Cobertura Enero;COBERTURA
92104;KUP727;150;31/01/2017;Cobertura Enero;COBERTURA
561;XSC624;150;31/01/2017;Cobertura Enero;COBERTURA
591;DXZ243;150;31/01/2017;Cobertura Enero;COBERTURA
10498;NZA908;150;31/01/2017;Cobertura Enero;COBERTURA
11234;PPB724;150;31/01/2017;Cobertura Enero;COBERTURA
11293;GHQ806;150;31/01/2017;Cobertura Enero;COBERTURA
150146;ZHY568;150;31/01/2017;Cobertura Enero;COBERTURA
150914;WQX941;150;31/01/2017;Cobertura Enero;COBERTURA
151679;KMZ133;150;31/01/2017;Cobertura Enero;COBERTURA
152210;WFJ539;150;31/01/2017;Cobertura Enero;COBERTURA
159180;WTP180;150;31/01/2017;Cobertura Enero;COBERTURA
159250;KAQ606;150;31/01/2017;Cobertura Enero;COBERTURA
8040;DQJ883;150;31/01/2017;Cobertura Enero;COBERTURA
3614;OKZ218;150;31/01/2017;Cobertura Enero;COBERTURA
369;WGQ895;150;31/01/2017;Cobertura Enero;COBERTURA
6369;JLP983;150;31/01/2017;Cobertura Enero;COBERTURA
10302;HSI686;150;31/01/2017;Cobertura Enero;COBERTURA
1059;KQA802;150;31/01/2017;Cobertura Enero;COBERTURA
10968;NDO444;150;31/01/2017;Cobertura Enero;COBERTURA
11328;QSU314;150;31/01/2017;Cobertura Enero;COBERTURA
11776;HLC375;150;31/01/2017;Cobertura Enero;COBERTURA
11936;LJM210;150;31/01/2017;Cobertura Enero;COBERTURA
12186;TZR992;150;31/01/2017;Cobertura Enero;COBERTURA
16854;LRY846;150;31/01/2017;Cobertura Enero;COBERTURA
2393;DXI208;150;31/01/2017;Cobertura Enero;COBERTURA
2685;DSD234;150;31/01/2017;Cobertura Enero;COBERTURA
3963;WOD979;150;31/01/2017;Cobertura Enero;COBERTURA
4086;KFX252;150;31/01/2017;Cobertura Enero;COBERTURA
4252;JKN603;150;31/01/2017;Cobertura Enero;COBERTURA
5841;AIT169;150;31/01/2017;Cobertura Enero;COBERTURA
6470;IPF100;150;31/01/2017;Cobertura Enero;COBERTURA
8964;GOO589;150;31/01/2017;Cobertura Enero;COBERTURA
39535;UPR188;150;31/01/2017;Cobertura Enero;COBERTURA
41817;TND670;150;31/01/2017;Cobertura Enero;COBERTURA
9844;HUW942;150;31/01/2017;Cobertura Enero;COBERTURA
10502;EBY938;150;31/01/2017;Cobertura Enero;COBERTURA
11162;OAG106;150;31/01/2017;Cobertura Enero;COBERTURA
12799;PTH947;150;31/01/2017;Cobertura Enero;COBERTURA
4960;AJX642;150;31/01/2017;Cobertura Enero;COBERTURA
10795;MPL492;150;31/01/2017;Cobertura Enero;COBERTURA
11607;UTW870;150;31/01/2017;Cobertura Enero;COBERTURA
11627;LBU121;150;31/01/2017;Cobertura Enero;COBERTURA
11967;CPC132;150;31/01/2017;Cobertura Enero;COBERTURA
12071;HWH720;150;31/01/2017;Cobertura Enero;COBERTURA
12316;PIL746;150;31/01/2017;Cobertura Enero;COBERTURA
13230;PVZ761;150;31/01/2017;Cobertura Enero;COBERTURA
13806;TDN591;150;31/01/2017;Cobertura Enero;COBERTURA
14549;CKU538;150;31/01/2017;Cobertura Enero;COBERTURA
14662;MXW234;150;31/01/2017;Cobertura Enero;COBERTURA
15336;MYI670;150;31/01/2017;Cobertura Enero;COBERTURA
15609;NNW501;150;31/01/2017;Cobertura Enero;COBERTURA
15640;XQX732;150;31/01/2017;Cobertura Enero;COBERTURA
15708;WGA464;150;31/01/2017;Cobertura Enero;COBERTURA
15709;NAI881;150;31/01/2017;Cobertura Enero;COBERTURA
3385;KIV213;150;31/01/2017;Cobertura Enero;COBERTURA
