CODIGO DE CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO
5213;OFV533;150;31/01/2017;Cobertura Enero;COBERTURA
7386;VLZ948;150;31/01/2017;Cobertura Enero;COBERTURA
9845;ZPM471;150;31/01/2017;Cobertura Enero;COBERTURA
109452;AJF236;150;31/01/2017;Cobertura Enero;COBERTURA
14698;CXD656;150;31/01/2017;Cobertura Enero;COBERTURA
16955;UED985;150;31/01/2017;Cobertura Enero;COBERTURA
3760;ADR839;150;31/01/2017;Cobertura Enero;COBERTURA
5399;RZA361;150;31/01/2017;Cobertura Enero;COBERTURA
13371;SDU355;150;31/01/2017;Cobertura Enero;COBERTURA
70592;PEQ708;150;31/01/2017;Cobertura Enero;COBERTURA
99124;TTH272;150;31/01/2017;Cobertura Enero;COBERTURA
99239;AQC912;150;31/01/2017;Cobertura Enero;COBERTURA
99282;YDL135;150;31/01/2017;Cobertura Enero;COBERTURA
23376;JLR534;150;31/01/2017;Cobertura Enero;COBERTURA
118067;FSX406;150;31/01/2017;Cobertura Enero;COBERTURA
3139;ROX763;150;31/01/2017;Cobertura Enero;COBERTURA
5176;QQZ805;150;31/01/2017;Cobertura Enero;COBERTURA
5623;HXN227;150;31/01/2017;Cobertura Enero;COBERTURA
6816;SIF883;150;31/01/2017;Cobertura Enero;COBERTURA
60133;RXN548;150;31/01/2017;Cobertura Enero;COBERTURA
1422;DHD594;150;31/01/2017;Cobertura Enero;COBERTURA
4447;IDU878;150;31/01/2017;Cobertura Enero;COBERTURA
7188;BQJ819;150;31/01/2017;Cobertura Enero;COBERTURA
908;YIO199;150;31/01/2017;Cobertura Enero;COBERTURA
928;LIF761;150;31/01/2017;Cobertura Enero;COBERTURA
4352;OLA203;150;31/01/2017;Cobertura Enero;COBERTURA
10058;VVJ569;150;31/01/2017;Cobertura Enero;COBERTURA
1298;GJI681;150;31/01/2017;Cobertura Enero;COBERTURA
1484;VQT500;150;31/01/2017;Cobertura Enero;COBERTURA
2041;SQC990;150;31/01/2017;Cobertura Enero;COBERTURA
2753;ZGJ219;150;31/01/2017;Cobertura Enero;COBERTURA
5440;PFB234;150;31/01/2017;Cobertura Enero;COBERTURA
8901;AFX365;150;31/01/2017;Cobertura Enero;COBERTURA
3291;WMW530;150;31/01/2017;Cobertura Enero;COBERTURA
375573;IUW996;150;31/01/2017;Cobertura Enero;COBERTURA
395722;TWL659;150;31/01/2017;Cobertura Enero;COBERTURA
1607;JWA630;150;31/01/2017;Cobertura Enero;COBERTURA
10518;ISF497;150;31/01/2017;Cobertura Enero;COBERTURA
20002;KGL879;150;31/01/2017;Cobertura Enero;COBERTURA
362584;ZZS846;150;31/01/2017;Cobertura Enero;COBERTURA
1920;HWA609;150;31/01/2017;Cobertura Enero;COBERTURA
137569;CIW298;100;31/01/2017;Cobertura Enero;COBERTURA
188218;UNG944;100;31/01/2017;Cobertura Enero;COBERTURA
316611;XOP163;100;31/01/2017;Cobertura Enero;COBERTURA
354778;SRB732;100;31/01/2017;Cobertura Enero;COBERTURA
358138;TTS763;100;31/01/2017;Cobertura Enero;COBERTURA
367217;VJL182;100;31/01/2017;Cobertura Enero;COBERTURA
378412;HOC311;100;31/01/2017;Cobertura Enero;COBERTURA
382325;AUN577;100;31/01/2017;Cobertura Enero;COBERTURA
180343;BYH797;100;31/01/2017;Cobertura Enero;COBERTURA
302066;BWE126;100;31/01/2017;Cobertura Enero;COBERTURA
331599;HEF389;100;31/01/2017;Cobertura Enero;COBERTURA
359378;QGH329;100;31/01/2017;Cobertura Enero;COBERTURA
377689;WXD849;100;31/01/2017;Cobertura Enero;COBERTURA
383518;DGV757;100;31/01/2017;Cobertura Enero;COBERTURA
388173;AOF655;100;31/01/2017;Cobertura Enero;COBERTURA
391119;GVR580;100;31/01/2017;Cobertura Enero;COBERTURA
392299;TQU274;100;31/01/2017;Cobertura Enero;COBERTURA
395379;MWA722;100;31/01/2017;Cobertura Enero;COBERTURA
342;FFR299;100;31/01/2017;Cobertura Enero;COBERTURA
150753;IVD874;100;31/01/2017;Cobertura Enero;COBERTURA
6831;FTY261;100;31/01/2017;Cobertura Enero;COBERTURA
2094;VSZ257;100;31/01/2017;Cobertura Enero;COBERTURA
2231;CTE309;100;31/01/2017;Cobertura Enero;COBERTURA
262;IGX709;100;31/01/2017;Cobertura Enero;COBERTURA
12881;ZBC340;100;31/01/2017;Cobertura Enero;COBERTURA
13418;YOU293;100;31/01/2017;Cobertura Enero;COBERTURA
1354;CZG213;100;31/01/2017;Cobertura Enero;COBERTURA
14152;KGY324;100;31/01/2017;Cobertura Enero;COBERTURA
6587;BNG254;100;31/01/2017;Cobertura Enero;COBERTURA
993;KEP715;100;31/01/2017;Cobertura Enero;COBERTURA
13011;WQG799;100;31/01/2017;Cobertura Enero;COBERTURA
30649;QSE343;100;31/01/2017;Cobertura Enero;COBERTURA
39241;LGD441;100;31/01/2017;Cobertura Enero;COBERTURA
11081;EYV399;100;31/01/2017;Cobertura Enero;COBERTURA
14774;HPO249;100;31/01/2017;Cobertura Enero;COBERTURA
13054;CGZ845;100;31/01/2017;Cobertura Enero;COBERTURA
53578;LVE735;100;31/01/2017;Cobertura Enero;COBERTURA
90061;WYV897;100;31/01/2017;Cobertura Enero;COBERTURA
4333;IPV451;100;31/01/2017;Cobertura Enero;COBERTURA
914;KSX827;100;31/01/2017;Cobertura Enero;COBERTURA
2984;NFH331;100;31/01/2017;Cobertura Enero;COBERTURA
9226;WDN174;100;31/01/2017;Cobertura Enero;COBERTURA
356943;DFW696;100;31/01/2017;Cobertura Enero;COBERTURA
384994;APB971;100;31/01/2017;Cobertura Enero;COBERTURA
151337;VCX396;100;31/01/2017;Cobertura Enero;COBERTURA
394423;DUU919;100;31/01/2017;Cobertura Enero;COBERTURA
374570;KXW843;100;31/01/2017;Cobertura Enero;COBERTURA
174335;ETS474;100;31/01/2017;Cobertura Enero;COBERTURA
157459;XSL483;100;31/01/2017;Cobertura Enero;COBERTURA
372252;RJX811;100;31/01/2017;Cobertura Enero;COBERTURA
17456;BRU958;100;31/01/2017;Cobertura Enero;COBERTURA
705011;MUI358;100;31/01/2017;Cobertura Enero;COBERTURA
705047;NEZ752;100;31/01/2017;Cobertura Enero;COBERTURA
372867;GPG705;100;31/01/2017;Cobertura Enero;COBERTURA
362721;RHX316;100;31/01/2017;Cobertura Enero;COBERTURA
459;ENS340;100;31/01/2017;Cobertura Enero;COBERTURA
905704;TIA419;100;31/01/2017;Cobertura Enero;COBERTURA
10249;EQX163;100;31/01/2017;Cobertura Enero;COBERTURA
905705;FYS346;100;31/01/2017;Cobertura Enero;COBERTURA
10315;HDK622;100;31/01/2017;Cobertura Enero;COBERTURA
10219;BVQ821;100;31/01/2017;Cobertura Enero;COBERTURA
10478;CLL295;100;31/01/2017;Cobertura Enero;COBERTURA
883470;DWJ724;100;31/01/2017;Cobertura Enero;COBERTURA
306077;GDI212;100;31/01/2017;Cobertura Enero;COBERTURA
172977;JPF414;100;31/01/2017;Cobertura Enero;COBERTURA
315548;JKR855;100;31/01/2017;Cobertura Enero;COBERTURA
1493;AYZ984;100;31/01/2017;Cobertura Enero;COBERTURA
4371;MJJ698;100;31/01/2017;Cobertura Enero;COBERTURA
4644;AKO346;100;31/01/2017;Cobertura Enero;COBERTURA
4469;AGC238;100;31/01/2017;Cobertura Enero;COBERTURA
1969;KYD892;100;31/01/2017;Cobertura Enero;COBERTURA
2124;JLY542;100;31/01/2017;Cobertura Enero;COBERTURA
7031;AUO700;100;31/01/2017;Cobertura Enero;COBERTURA
2184;OXK849;100;31/01/2017;Cobertura Enero;COBERTURA
2157;QCP286;100;31/01/2017;Cobertura Enero;COBERTURA
1974;SNA423;100;31/01/2017;Cobertura Enero;COBERTURA
169868;CKA743;100;31/01/2017;Cobertura Enero;COBERTURA
336482;NSL183;50;31/01/2017;Cobertura Enero;COBERTURA
365849;DRD923;50;31/01/2017;Cobertura Enero;COBERTURA
389084;KOS824;50;31/01/2017;Cobertura Enero;COBERTURA
43409;BXQ802;50;31/01/2017;Cobertura Enero;COBERTURA
71;DUR300;50;31/01/2017;Cobertura Enero;COBERTURA
998419;YVK886;50;31/01/2017;Cobertura Enero;COBERTURA
1016;CIW778;50;31/01/2017;Cobertura Enero;COBERTURA
10550;WZT974;50;31/01/2017;Cobertura Enero;COBERTURA
96023;DNF247;50;31/01/2017;Cobertura Enero;COBERTURA
98078;OXH126;50;31/01/2017;Cobertura Enero;COBERTURA
300993;UGR422;50;31/01/2017;Cobertura Enero;COBERTURA
324330;NUH604;50;31/01/2017;Cobertura Enero;COBERTURA
327039;UGM450;50;31/01/2017;Cobertura Enero;COBERTURA
356780;ZNJ208;50;31/01/2017;Cobertura Enero;COBERTURA
377596;JRH176;50;31/01/2017;Cobertura Enero;COBERTURA
378703;UBM713;50;31/01/2017;Cobertura Enero;COBERTURA
396650;IOF141;50;31/01/2017;Cobertura Enero;COBERTURA
5379;QEP791;50;31/01/2017;Cobertura Enero;COBERTURA
