CODIGO CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO;;;;
505151;OXD442;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
507027;JZO466;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
507027;JZO466;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
507027;JZO466;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
507027;JZO466;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
507027;JZO466;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
509002;JMQ741;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
509002;JMQ741;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
509002;JMQ741;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
509002;JMQ741;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
509002;JMQ741;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
509003;QLW969;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
509003;QLW969;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
509003;QLW969;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
509003;QLW969;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
509003;QLW969;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
509004;FKF101;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
509004;FKF101;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
509004;FKF101;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
509004;FKF101;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
509004;FKF101;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
509012;WTN931;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
509012;WTN931;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
509012;WTN931;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
509012;WTN931;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
509012;WTN931;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
512009;PCB437;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
512009;PCB437;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
512009;PCB437;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
512009;PCB437;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
512009;PCB437;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
512010;WDN786;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
512010;WDN786;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
512010;WDN786;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
512010;WDN786;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
512010;WDN786;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
513001;ZJP584;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
513001;ZJP584;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
513001;ZJP584;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
513001;ZJP584;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
513001;ZJP584;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
513003;OYQ127;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
513003;OYQ127;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
513003;OYQ127;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
513003;OYQ127;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
513003;OYQ127;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
513006;HML898;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
513006;HML898;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
513006;HML898;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
513006;HML898;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
513006;HML898;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
903056;MWR565;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
903056;MWR565;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
903056;MWR565;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
903056;MWR565;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
903056;MWR565;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
907131;HFB249;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
907131;HFB249;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
907131;HFB249;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
907131;HFB249;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
907131;HFB249;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
911040;MYC669;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
911040;MYC669;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
911040;MYC669;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
911040;MYC669;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
911040;MYC669;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10044;QFV824;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10044;QFV824;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10044;QFV824;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10044;QFV824;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10044;QFV824;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10384;WKV710;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10384;WKV710;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10384;WKV710;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10384;WKV710;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10384;WKV710;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11246;YPR183;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11246;YPR183;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11246;YPR183;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11246;YPR183;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11246;YPR183;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
12003;EKM933;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
12003;EKM933;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
12003;EKM933;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
12003;EKM933;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
12003;EKM933;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
122544;JYS347;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
122544;JYS347;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
122544;JYS347;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
122544;JYS347;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
122544;JYS347;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
19905;NMI392;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
19905;NMI392;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
19905;NMI392;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
19905;NMI392;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
19905;NMI392;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20008;VGY436;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20008;VGY436;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20008;VGY436;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20008;VGY436;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20008;VGY436;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20123;CTF647;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20123;CTF647;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20123;CTF647;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20123;CTF647;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20123;CTF647;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20168;NGU692;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20168;NGU692;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20168;NGU692;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20168;NGU692;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20168;NGU692;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20329;CRI275;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20329;CRI275;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20329;CRI275;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20329;CRI275;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20329;CRI275;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20507;IVG219;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20507;IVG219;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20507;IVG219;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20507;IVG219;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20507;IVG219;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
20621;NLQ991;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
20621;NLQ991;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
20621;NLQ991;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
20621;NLQ991;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
20621;NLQ991;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
21015;DHI821;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
21015;DHI821;50;28/2/2017;Cobertura Febrero;COBERTURA;;;;
21015;DHI821;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
21015;DHI821;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
21015;DHI821;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
21047;TPE600;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
21047;TPE600;250;28/2/2017;Cobertura Febrero;COBERTURA;;;;
21047;TPE600;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
21047;TPE600;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
21047;TPE600;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
21051;MQG753;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
21051;MQG753;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
21051;MQG753;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
21051;MQG753;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
21051;MQG753;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
30457;KLO814;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
30457;KLO814;0;28/2/2017;Cobertura Febrero;COBERTURA;;;;
30457;KLO814;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
30457;KLO814;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
30457;KLO814;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
30571;AAF912;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
30571;AAF912;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
30571;AAF912;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
30571;AAF912;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
30571;AAF912;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
30773;PGU303;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
30773;PGU303;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
30773;PGU303;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
30773;PGU303;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
30773;PGU303;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10058;JZD349;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10058;JZD349;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10058;JZD349;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10058;JZD349;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10058;JZD349;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10118;NQT350;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10118;NQT350;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10118;NQT350;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10118;NQT350;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10118;NQT350;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10316;NFV368;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10316;NFV368;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10316;NFV368;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10316;NFV368;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10316;NFV368;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10633;WCV791;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10633;WCV791;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10633;WCV791;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10633;WCV791;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10633;WCV791;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10884;XIW819;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10884;XIW819;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10884;XIW819;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10884;XIW819;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10884;XIW819;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10927;HHH719;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10927;HHH719;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10927;HHH719;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10927;HHH719;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10927;HHH719;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11026;LRU132;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11026;LRU132;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11026;LRU132;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11026;LRU132;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11026;LRU132;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
11028;XLE629;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
11028;XLE629;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
11028;XLE629;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
11028;XLE629;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
11028;XLE629;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1115;TFL619;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1115;TFL619;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1115;TFL619;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1115;TFL619;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1115;TFL619;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
19;RCK179;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
19;RCK179;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
19;RCK179;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
19;RCK179;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
19;RCK179;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
1923;WDD768;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
1923;WDD768;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
1923;WDD768;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
1923;WDD768;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
1923;WDD768;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2313;GXW514;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2313;GXW514;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2313;GXW514;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2313;GXW514;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2313;GXW514;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2472;XSI474;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2472;XSI474;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2472;XSI474;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2472;XSI474;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2472;XSI474;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
250;XNG439;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
250;XNG439;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
250;XNG439;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
250;XNG439;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
250;XNG439;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
2862;KJR943;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
2862;KJR943;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
2862;KJR943;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
2862;KJR943;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
2862;KJR943;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
301;QFM343;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
301;QFM343;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
301;QFM343;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
301;QFM343;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
301;QFM343;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3017;NYO558;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3017;NYO558;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3017;NYO558;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3017;NYO558;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3017;NYO558;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3139;ROX763;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3139;ROX763;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3139;ROX763;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3139;ROX763;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3139;ROX763;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
3511;SLQ353;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
3511;SLQ353;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
3511;SLQ353;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
3511;SLQ353;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
3511;SLQ353;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5176;QQZ805;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5176;QQZ805;100;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5176;QQZ805;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5176;QQZ805;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5176;QQZ805;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6305;IEM624;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6305;IEM624;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6305;IEM624;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6305;IEM624;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6305;IEM624;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6474;FEK208;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6474;FEK208;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6474;FEK208;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6474;FEK208;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6474;FEK208;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
7644;SQT140;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
7644;SQT140;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
7644;SQT140;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
7644;SQT140;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
7644;SQT140;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
79;OZY627;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
79;OZY627;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
79;OZY627;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
79;OZY627;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
79;OZY627;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8131;MXQ900;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8131;MXQ900;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8131;MXQ900;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8131;MXQ900;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8131;MXQ900;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
8913;TNB105;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
8913;TNB105;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
8913;TNB105;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
8913;TNB105;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
8913;TNB105;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
316;WIK690;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
316;WIK690;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
316;WIK690;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
316;WIK690;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
316;WIK690;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4502;GPV319;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4502;GPV319;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4502;GPV319;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4502;GPV319;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4502;GPV319;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
4532;LWZ331;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
4532;LWZ331;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
4532;LWZ331;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
4532;LWZ331;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
4532;LWZ331;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
5623;HXN227;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
5623;HXN227;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
5623;HXN227;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
5623;HXN227;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
5623;HXN227;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6036;JUE204;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6036;JUE204;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6036;JUE204;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6036;JUE204;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6036;JUE204;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
6816;SIF883;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
6816;SIF883;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
6816;SIF883;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
6816;SIF883;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
6816;SIF883;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
710;HJJ114;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
710;HJJ114;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
710;HJJ114;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
710;HJJ114;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
710;HJJ114;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10302;IDH276;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10302;IDH276;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10302;IDH276;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10302;IDH276;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10302;IDH276;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10339;EDO404;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10339;EDO404;250;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10339;EDO404;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10339;EDO404;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10339;EDO404;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10618;QPK983;500;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10618;QPK983;150;28/2/2017;Cobertura Febrero;COBERTURA;;;;
10618;QPK983;0;28/2/2017;Desafío Bienvenida;DESAFIOS;;;;
10618;QPK983;0;16/2/2017;Sacate una foto con tu gondola de gaseosas;DESAFIOS;;;;
10618;QPK983;0;31/1/2017;Arma una pila de Brahma;DESAFIOS;;;;
10729;SCB996;0;28/2/2017;Volumen Febrero;VOLUMEN;;;;
10729;SCB996;200;28/2/2017;Cobertura Febrero;COBERTURA;;;;
