CODIGO CLIENTE;CODIGO UNICO;PUNTOS;FECHA;OBSERVACIONES;MOTIVO
12185;ZPN632;500;28/02/2017;Volumen Febrero;VOLUMEN
12538;XLJ785;500;28/02/2017;Volumen Febrero;VOLUMEN
12799;PTH947;500;28/02/2017;Volumen Febrero;VOLUMEN
1302;WSC383;500;28/02/2017;Volumen Febrero;VOLUMEN
13262;WQO196;500;28/02/2017;Volumen Febrero;VOLUMEN
14515;WFE446;500;28/02/2017;Volumen Febrero;VOLUMEN
147;GTY385;500;28/02/2017;Volumen Febrero;VOLUMEN
14751;IBC203;500;28/02/2017;Volumen Febrero;VOLUMEN
14752;QSY873;500;28/02/2017;Volumen Febrero;VOLUMEN
14756;OAD213;500;28/02/2017;Volumen Febrero;VOLUMEN
1797;NTV325;500;28/02/2017;Volumen Febrero;VOLUMEN
231;JHP627;500;28/02/2017;Volumen Febrero;VOLUMEN
2335;NAK147;500;28/02/2017;Volumen Febrero;VOLUMEN
4960;AJX642;500;28/02/2017;Volumen Febrero;VOLUMEN
5215;DLY418;500;28/02/2017;Volumen Febrero;VOLUMEN
6263;OTV956;500;28/02/2017;Volumen Febrero;VOLUMEN
8220;MIL664;500;28/02/2017;Volumen Febrero;VOLUMEN
9877;DRS711;500;28/02/2017;Volumen Febrero;VOLUMEN
9912;CIK286;500;28/02/2017;Volumen Febrero;VOLUMEN
10450;XIO622;500;28/02/2017;Volumen Febrero;VOLUMEN
10795;MPL492;500;28/02/2017;Volumen Febrero;VOLUMEN
11755;BXF653;500;28/02/2017;Volumen Febrero;VOLUMEN
11944;JHS961;500;28/02/2017;Volumen Febrero;VOLUMEN
12071;HWH720;500;28/02/2017;Volumen Febrero;VOLUMEN
12679;MGY584;500;28/02/2017;Volumen Febrero;VOLUMEN
13031;OLE571;500;28/02/2017;Volumen Febrero;VOLUMEN
13093;UKT742;500;28/02/2017;Volumen Febrero;VOLUMEN
13269;GUT734;500;28/02/2017;Volumen Febrero;VOLUMEN
15184;FPI386;500;28/02/2017;Volumen Febrero;VOLUMEN
15401;CRU502;500;28/02/2017;Volumen Febrero;VOLUMEN
15609;NNW501;500;28/02/2017;Volumen Febrero;VOLUMEN
2070;QLQ456;500;28/02/2017;Volumen Febrero;VOLUMEN
3497;VGX114;500;28/02/2017;Volumen Febrero;VOLUMEN
5213;OFV533;500;28/02/2017;Volumen Febrero;VOLUMEN
6987;QNB752;500;28/02/2017;Volumen Febrero;VOLUMEN
7153;SAR836;500;28/02/2017;Volumen Febrero;VOLUMEN
7350;CHC153;500;28/02/2017;Volumen Febrero;VOLUMEN
7759;HAA217;500;28/02/2017;Volumen Febrero;VOLUMEN
9845;ZPM471;500;28/02/2017;Volumen Febrero;VOLUMEN
108714;OGP949;500;28/02/2017;Volumen Febrero;VOLUMEN
108852;SGT877;500;28/02/2017;Volumen Febrero;VOLUMEN
109452;AJF236;500;28/02/2017;Volumen Febrero;VOLUMEN
111247;RVT381;500;28/02/2017;Volumen Febrero;VOLUMEN
111651;SBA461;500;28/02/2017;Volumen Febrero;VOLUMEN
112774;GRF215;500;28/02/2017;Volumen Febrero;VOLUMEN
112797;YRH764;500;28/02/2017;Volumen Febrero;VOLUMEN
112892;UEE424;500;28/02/2017;Volumen Febrero;VOLUMEN
114081;PUV319;500;28/02/2017;Volumen Febrero;VOLUMEN
114154;CDF534;500;28/02/2017;Volumen Febrero;VOLUMEN
114382;DDB172;500;28/02/2017;Volumen Febrero;VOLUMEN
114771;URE814;500;28/02/2017;Volumen Febrero;VOLUMEN
114917;VZY966;500;28/02/2017;Volumen Febrero;VOLUMEN
10170;EYE431;500;28/02/2017;Volumen Febrero;VOLUMEN
10669;VXO671;500;28/02/2017;Volumen Febrero;VOLUMEN
13054;CGZ845;500;28/02/2017;Volumen Febrero;VOLUMEN
13923;JWI639;500;28/02/2017;Volumen Febrero;VOLUMEN
14698;CXD656;500;28/02/2017;Volumen Febrero;VOLUMEN
1510;UAJ817;500;28/02/2017;Volumen Febrero;VOLUMEN
16955;UED985;500;28/02/2017;Volumen Febrero;VOLUMEN
17929;XKL312;500;28/02/2017;Volumen Febrero;VOLUMEN
18202;NPC633;500;28/02/2017;Volumen Febrero;VOLUMEN
1895;VJM190;500;28/02/2017;Volumen Febrero;VOLUMEN
6417;QOG746;500;28/02/2017;Volumen Febrero;VOLUMEN
714;RIH125;500;28/02/2017;Volumen Febrero;VOLUMEN
7460;BGF927;500;28/02/2017;Volumen Febrero;VOLUMEN
11644;DKB773;500;28/02/2017;Volumen Febrero;VOLUMEN
11718;BAJ689;500;28/02/2017;Volumen Febrero;VOLUMEN
13648;IYG214;500;28/02/2017;Volumen Febrero;VOLUMEN
61146;UPQ897;500;28/02/2017;Volumen Febrero;VOLUMEN
70362;BKB774;500;28/02/2017;Volumen Febrero;VOLUMEN
70454;QOX697;500;28/02/2017;Volumen Febrero;VOLUMEN
70504;SVE841;500;28/02/2017;Volumen Febrero;VOLUMEN
70592;PEQ708;500;28/02/2017;Volumen Febrero;VOLUMEN
70594;LZY782;500;28/02/2017;Volumen Febrero;VOLUMEN
98305;VDT626;500;28/02/2017;Volumen Febrero;VOLUMEN
99124;TTH272;500;28/02/2017;Volumen Febrero;VOLUMEN
99548;UZU493;500;28/02/2017;Volumen Febrero;VOLUMEN
99786;FUD989;500;28/02/2017;Volumen Febrero;VOLUMEN
23376;JLR534;500;28/02/2017;Volumen Febrero;VOLUMEN
118024;CWG400;500;28/02/2017;Volumen Febrero;VOLUMEN
118067;FSX406;500;28/02/2017;Volumen Febrero;VOLUMEN
218043;DFZ789;500;28/02/2017;Volumen Febrero;VOLUMEN
224059;YDM239;500;28/02/2017;Volumen Febrero;VOLUMEN
224081;DVH287;500;28/02/2017;Volumen Febrero;VOLUMEN
505151;OXD442;500;28/02/2017;Volumen Febrero;VOLUMEN
507027;JZO466;500;28/02/2017;Volumen Febrero;VOLUMEN
509003;QLW969;500;28/02/2017;Volumen Febrero;VOLUMEN
509012;WTN931;500;28/02/2017;Volumen Febrero;VOLUMEN
512009;PCB437;500;28/02/2017;Volumen Febrero;VOLUMEN
512010;WDN786;500;28/02/2017;Volumen Febrero;VOLUMEN
513003;OYQ127;500;28/02/2017;Volumen Febrero;VOLUMEN
907131;HFB249;500;28/02/2017;Volumen Febrero;VOLUMEN
10044;QFV824;500;28/02/2017;Volumen Febrero;VOLUMEN
10384;WKV710;500;28/02/2017;Volumen Febrero;VOLUMEN
20008;VGY436;500;28/02/2017;Volumen Febrero;VOLUMEN
20123;CTF647;500;28/02/2017;Volumen Febrero;VOLUMEN
20329;CRI275;500;28/02/2017;Volumen Febrero;VOLUMEN
20507;IVG219;500;28/02/2017;Volumen Febrero;VOLUMEN
21015;DHI821;500;28/02/2017;Volumen Febrero;VOLUMEN
21051;MQG753;500;28/02/2017;Volumen Febrero;VOLUMEN
30457;KLO814;500;28/02/2017;Volumen Febrero;VOLUMEN
30571;AAF912;500;28/02/2017;Volumen Febrero;VOLUMEN
30773;PGU303;500;28/02/2017;Volumen Febrero;VOLUMEN
10058;JZD349;500;28/02/2017;Volumen Febrero;VOLUMEN
10118;NQT350;500;28/02/2017;Volumen Febrero;VOLUMEN
10316;NFV368;500;28/02/2017;Volumen Febrero;VOLUMEN
11026;LRU132;500;28/02/2017;Volumen Febrero;VOLUMEN
2313;GXW514;500;28/02/2017;Volumen Febrero;VOLUMEN
2862;KJR943;500;28/02/2017;Volumen Febrero;VOLUMEN
3139;ROX763;500;28/02/2017;Volumen Febrero;VOLUMEN
5176;QQZ805;500;28/02/2017;Volumen Febrero;VOLUMEN
6474;FEK208;500;28/02/2017;Volumen Febrero;VOLUMEN
8131;MXQ900;500;28/02/2017;Volumen Febrero;VOLUMEN
316;WIK690;500;28/02/2017;Volumen Febrero;VOLUMEN
4532;LWZ331;500;28/02/2017;Volumen Febrero;VOLUMEN
6036;JUE204;500;28/02/2017;Volumen Febrero;VOLUMEN
710;HJJ114;500;28/02/2017;Volumen Febrero;VOLUMEN
10339;EDO404;500;28/02/2017;Volumen Febrero;VOLUMEN
10618;QPK983;500;28/02/2017;Volumen Febrero;VOLUMEN
11370;PPM157;500;28/02/2017;Volumen Febrero;VOLUMEN
11515;XPG464;500;28/02/2017;Volumen Febrero;VOLUMEN
11601;DHW232;500;28/02/2017;Volumen Febrero;VOLUMEN
11642;HWL127;500;28/02/2017;Volumen Febrero;VOLUMEN
12230;LXC457;500;28/02/2017;Volumen Febrero;VOLUMEN
12317;VVC141;500;28/02/2017;Volumen Febrero;VOLUMEN
12423;BZB912;500;28/02/2017;Volumen Febrero;VOLUMEN
12487;RCL496;500;28/02/2017;Volumen Febrero;VOLUMEN
12568;ONM913;500;28/02/2017;Volumen Febrero;VOLUMEN
13257;SJU250;500;28/02/2017;Volumen Febrero;VOLUMEN
1339;PWN386;500;28/02/2017;Volumen Febrero;VOLUMEN
13507;ITR331;500;28/02/2017;Volumen Febrero;VOLUMEN
13514;LUU219;500;28/02/2017;Volumen Febrero;VOLUMEN
13550;QPU200;500;28/02/2017;Volumen Febrero;VOLUMEN
13557;YCH433;500;28/02/2017;Volumen Febrero;VOLUMEN
13645;LJR380;500;28/02/2017;Volumen Febrero;VOLUMEN
1595;MCE788;500;28/02/2017;Volumen Febrero;VOLUMEN
178;OJY612;500;28/02/2017;Volumen Febrero;VOLUMEN
2570;RNE683;500;28/02/2017;Volumen Febrero;VOLUMEN
3551;STG439;500;28/02/2017;Volumen Febrero;VOLUMEN
3613;VXC273;500;28/02/2017;Volumen Febrero;VOLUMEN
5124;CZD190;500;28/02/2017;Volumen Febrero;VOLUMEN
5586;VIY834;500;28/02/2017;Volumen Febrero;VOLUMEN
5594;KLS868;500;28/02/2017;Volumen Febrero;VOLUMEN
8105;XPG147;500;28/02/2017;Volumen Febrero;VOLUMEN
8860;ZWD509;500;28/02/2017;Volumen Febrero;VOLUMEN
9016;DES978;500;28/02/2017;Volumen Febrero;VOLUMEN
10225;SRZ131;500;28/02/2017;Volumen Febrero;VOLUMEN
10243;SSF949;500;28/02/2017;Volumen Febrero;VOLUMEN
13268;OKI932;500;28/02/2017;Volumen Febrero;VOLUMEN
13482;WXG847;500;28/02/2017;Volumen Febrero;VOLUMEN
13538;KEC824;500;28/02/2017;Volumen Febrero;VOLUMEN
16893;ATR577;500;28/02/2017;Volumen Febrero;VOLUMEN
17269;QKG322;500;28/02/2017;Volumen Febrero;VOLUMEN
17876;OBZ914;500;28/02/2017;Volumen Febrero;VOLUMEN
18041;JEW436;500;28/02/2017;Volumen Febrero;VOLUMEN
18096;GAD214;500;28/02/2017;Volumen Febrero;VOLUMEN
4296;NQZ642;500;28/02/2017;Volumen Febrero;VOLUMEN
60112;HYY286;500;28/02/2017;Volumen Febrero;VOLUMEN
60114;BQV522;500;28/02/2017;Volumen Febrero;VOLUMEN
60127;KAL950;500;28/02/2017;Volumen Febrero;VOLUMEN
60130;DLU197;500;28/02/2017;Volumen Febrero;VOLUMEN
60139;NZN893;500;28/02/2017;Volumen Febrero;VOLUMEN
60152;SDR843;500;28/02/2017;Volumen Febrero;VOLUMEN
60165;QWQ662;500;28/02/2017;Volumen Febrero;VOLUMEN
60174;BEW866;500;28/02/2017;Volumen Febrero;VOLUMEN
1133;KVU575;500;28/02/2017;Volumen Febrero;VOLUMEN
2062;XPO322;500;28/02/2017;Volumen Febrero;VOLUMEN
1422;DHD594;500;28/02/2017;Volumen Febrero;VOLUMEN
159;GIM898;500;28/02/2017;Volumen Febrero;VOLUMEN
1740;BME280;500;28/02/2017;Volumen Febrero;VOLUMEN
1808;PXP502;500;28/02/2017;Volumen Febrero;VOLUMEN
2299;EWA143;500;28/02/2017;Volumen Febrero;VOLUMEN
2751;QBE693;500;28/02/2017;Volumen Febrero;VOLUMEN
330;UGQ114;500;28/02/2017;Volumen Febrero;VOLUMEN
4321;EDN267;500;28/02/2017;Volumen Febrero;VOLUMEN
4416;QYI965;500;28/02/2017;Volumen Febrero;VOLUMEN
6326;ZNX324;500;28/02/2017;Volumen Febrero;VOLUMEN
6518;JPI624;500;28/02/2017;Volumen Febrero;VOLUMEN
7464;EWZ197;500;28/02/2017;Volumen Febrero;VOLUMEN
7551;LLI248;500;28/02/2017;Volumen Febrero;VOLUMEN
8120;YSI625;500;28/02/2017;Volumen Febrero;VOLUMEN
898;BLG238;500;28/02/2017;Volumen Febrero;VOLUMEN
900;CWJ944;500;28/02/2017;Volumen Febrero;VOLUMEN
906;XHC890;500;28/02/2017;Volumen Febrero;VOLUMEN
908;YIO199;500;28/02/2017;Volumen Febrero;VOLUMEN
3712;ARX868;500;28/02/2017;Volumen Febrero;VOLUMEN
10058;VVJ569;500;28/02/2017;Volumen Febrero;VOLUMEN
10081;XGC751;500;28/02/2017;Volumen Febrero;VOLUMEN
1484;VQT500;500;28/02/2017;Volumen Febrero;VOLUMEN
1586;VYX181;500;28/02/2017;Volumen Febrero;VOLUMEN
2021;JKE825;500;28/02/2017;Volumen Febrero;VOLUMEN
2043;CJE815;500;28/02/2017;Volumen Febrero;VOLUMEN
2715;SDC681;500;28/02/2017;Volumen Febrero;VOLUMEN
2753;ZGJ219;500;28/02/2017;Volumen Febrero;VOLUMEN
2984;NFH331;500;28/02/2017;Volumen Febrero;VOLUMEN
3084;JGP182;500;28/02/2017;Volumen Febrero;VOLUMEN
3447;AJJ728;500;28/02/2017;Volumen Febrero;VOLUMEN
3483;XDC689;500;28/02/2017;Volumen Febrero;VOLUMEN
3485;MCI731;500;28/02/2017;Volumen Febrero;VOLUMEN
5071;ZWX370;500;28/02/2017;Volumen Febrero;VOLUMEN
5390;RFB505;500;28/02/2017;Volumen Febrero;VOLUMEN
5440;PFB234;500;28/02/2017;Volumen Febrero;VOLUMEN
5646;HLX147;500;28/02/2017;Volumen Febrero;VOLUMEN
7622;NNV608;500;28/02/2017;Volumen Febrero;VOLUMEN
8292;UHB907;500;28/02/2017;Volumen Febrero;VOLUMEN
8519;RKQ473;500;28/02/2017;Volumen Febrero;VOLUMEN
8901;AFX365;500;28/02/2017;Volumen Febrero;VOLUMEN
9922;ZXE603;500;28/02/2017;Volumen Febrero;VOLUMEN
997;HEW795;500;28/02/2017;Volumen Febrero;VOLUMEN
378382;CJO667;500;28/02/2017;Volumen Febrero;VOLUMEN
384994;APB971;500;28/02/2017;Volumen Febrero;VOLUMEN
330642;XED587;500;28/02/2017;Volumen Febrero;VOLUMEN
151337;VCX396;500;28/02/2017;Volumen Febrero;VOLUMEN
14267;JWW805;500;28/02/2017;Volumen Febrero;VOLUMEN
151;GJQ193;500;28/02/2017;Volumen Febrero;VOLUMEN
15561;NHB481;500;28/02/2017;Volumen Febrero;VOLUMEN
1025;NFO489;500;28/02/2017;Volumen Febrero;VOLUMEN
1157;XYK539;500;28/02/2017;Volumen Febrero;VOLUMEN
1262;VRV249;500;28/02/2017;Volumen Febrero;VOLUMEN
2039;GWJ301;500;28/02/2017;Volumen Febrero;VOLUMEN
2040;GBG599;500;28/02/2017;Volumen Febrero;VOLUMEN
2042;YFF547;500;28/02/2017;Volumen Febrero;VOLUMEN
2047;HWN173;500;28/02/2017;Volumen Febrero;VOLUMEN
4508;BYS929;500;28/02/2017;Volumen Febrero;VOLUMEN
6085;FDH294;500;28/02/2017;Volumen Febrero;VOLUMEN
6752;SIS991;500;28/02/2017;Volumen Febrero;VOLUMEN
7573;TWA179;500;28/02/2017;Volumen Febrero;VOLUMEN
7839;JFB132;500;28/02/2017;Volumen Febrero;VOLUMEN
9347;EJJ759;500;28/02/2017;Volumen Febrero;VOLUMEN
9913;VWE733;500;28/02/2017;Volumen Febrero;VOLUMEN
15791;IIS724;500;28/02/2017;Volumen Febrero;VOLUMEN
16081;EDL710;500;28/02/2017;Volumen Febrero;VOLUMEN
13365;GBN369;500;28/02/2017;Volumen Febrero;VOLUMEN
13738;ONG159;500;28/02/2017;Volumen Febrero;VOLUMEN
181632;TLG978;500;28/02/2017;Volumen Febrero;VOLUMEN
354340;JKQ599;500;28/02/2017;Volumen Febrero;VOLUMEN
359931;UST395;500;28/02/2017;Volumen Febrero;VOLUMEN
367821;JUB493;500;28/02/2017;Volumen Febrero;VOLUMEN
370512;IGK754;500;28/02/2017;Volumen Febrero;VOLUMEN
375573;IUW996;500;28/02/2017;Volumen Febrero;VOLUMEN
386416;BAP277;500;28/02/2017;Volumen Febrero;VOLUMEN
6809;HSJ290;500;28/02/2017;Volumen Febrero;VOLUMEN
6308;WWO297;500;28/02/2017;Volumen Febrero;VOLUMEN
5872;NPF884;500;28/02/2017;Volumen Febrero;VOLUMEN
397157;KGY569;500;28/02/2017;Volumen Febrero;VOLUMEN
395472;ZQV650;500;28/02/2017;Volumen Febrero;VOLUMEN
394423;DUU919;500;28/02/2017;Volumen Febrero;VOLUMEN
396151;FLB830;500;28/02/2017;Volumen Febrero;VOLUMEN
398223;SGQ419;500;28/02/2017;Volumen Febrero;VOLUMEN
397385;GVI638;500;28/02/2017;Volumen Febrero;VOLUMEN
395921;IJM746;500;28/02/2017;Volumen Febrero;VOLUMEN
397376;MEJ589;500;28/02/2017;Volumen Febrero;VOLUMEN
396360;EDS562;500;28/02/2017;Volumen Febrero;VOLUMEN
304094;JMV196;500;28/02/2017;Volumen Febrero;VOLUMEN
4844;AWP345;500;28/02/2017;Volumen Febrero;VOLUMEN
18185;BLU698;500;28/02/2017;Volumen Febrero;VOLUMEN
174335;ETS474;500;28/02/2017;Volumen Febrero;VOLUMEN
157459;XSL483;500;28/02/2017;Volumen Febrero;VOLUMEN
383682;ZRN351;500;28/02/2017;Volumen Febrero;VOLUMEN
305963;XII931;500;28/02/2017;Volumen Febrero;VOLUMEN
342934;VRF531;500;28/02/2017;Volumen Febrero;VOLUMEN
1473;CGH834;500;28/02/2017;Volumen Febrero;VOLUMEN
144583;DWB429;500;28/02/2017;Volumen Febrero;VOLUMEN
2041;XBA834;500;28/02/2017;Volumen Febrero;VOLUMEN
330241;NDT272;500;28/02/2017;Volumen Febrero;VOLUMEN
145144;BHN990;500;28/02/2017;Volumen Febrero;VOLUMEN
137299;JTW595;500;28/02/2017;Volumen Febrero;VOLUMEN
14802;YBK665;500;28/02/2017;Volumen Febrero;VOLUMEN
11670;FHG575;500;28/02/2017;Volumen Febrero;VOLUMEN
328211;MEO545;500;28/02/2017;Volumen Febrero;VOLUMEN
11246;SPE607;500;28/02/2017;Volumen Febrero;VOLUMEN
1186;DFN473;500;28/02/2017;Volumen Febrero;VOLUMEN
1711;NJV868;500;28/02/2017;Volumen Febrero;VOLUMEN
303469;HDK721;500;28/02/2017;Volumen Febrero;VOLUMEN
305960;JOZ602;500;28/02/2017;Volumen Febrero;VOLUMEN
3128;UFT588;500;28/02/2017;Volumen Febrero;VOLUMEN
4500;EWP289;500;28/02/2017;Volumen Febrero;VOLUMEN
17566;RMB459;500;28/02/2017;Volumen Febrero;VOLUMEN
397623;ITH705;500;28/02/2017;Volumen Febrero;VOLUMEN
4276;MDE581;500;28/02/2017;Volumen Febrero;VOLUMEN
4613;CXS337;500;28/02/2017;Volumen Febrero;VOLUMEN
71;DUR300;500;28/02/2017;Volumen Febrero;VOLUMEN
2188;HOB279;500;28/02/2017;Volumen Febrero;VOLUMEN
205473;IFO534;500;28/02/2017;Volumen Febrero;VOLUMEN
705012;JFG629;500;28/02/2017;Volumen Febrero;VOLUMEN
705370;AHL205;500;28/02/2017;Volumen Febrero;VOLUMEN
380938;NUL704;500;28/02/2017;Volumen Febrero;VOLUMEN
377600;OIQ933;500;28/02/2017;Volumen Febrero;VOLUMEN
9798;GKF804;500;28/02/2017;Volumen Febrero;VOLUMEN
179605;VNK589;500;28/02/2017;Volumen Febrero;VOLUMEN
997477;YKL193;500;28/02/2017;Volumen Febrero;VOLUMEN
998912;DJT913;500;28/02/2017;Volumen Febrero;VOLUMEN
705074;EXJ151;500;28/02/2017;Volumen Febrero;VOLUMEN
446;TDX344;500;28/02/2017;Volumen Febrero;VOLUMEN
705298;TRX224;500;28/02/2017;Volumen Febrero;VOLUMEN
2340;EAW662;500;28/02/2017;Volumen Febrero;VOLUMEN
345;GUW648;500;28/02/2017;Volumen Febrero;VOLUMEN
3863;MNZ636;500;28/02/2017;Volumen Febrero;VOLUMEN
3490;RAC225;500;28/02/2017;Volumen Febrero;VOLUMEN
4413;OQS593;500;28/02/2017;Volumen Febrero;VOLUMEN
4265;QXU497;500;28/02/2017;Volumen Febrero;VOLUMEN
4277;IKP628;500;28/02/2017;Volumen Febrero;VOLUMEN
426;EXM800;500;28/02/2017;Volumen Febrero;VOLUMEN
208964;SIW208;500;28/02/2017;Volumen Febrero;VOLUMEN
6946;GKC970;500;28/02/2017;Volumen Febrero;VOLUMEN
989;XVQ786;500;28/02/2017;Volumen Febrero;VOLUMEN
1656;MOM116;500;28/02/2017;Volumen Febrero;VOLUMEN
906;FYA902;500;28/02/2017;Volumen Febrero;VOLUMEN
1199;QWP245;500;28/02/2017;Volumen Febrero;VOLUMEN
372867;GPG705;500;28/02/2017;Volumen Febrero;VOLUMEN
378174;YWS193;500;28/02/2017;Volumen Febrero;VOLUMEN
362721;RHX316;500;28/02/2017;Volumen Febrero;VOLUMEN
20099;NZS754;500;28/02/2017;Volumen Febrero;VOLUMEN
905704;TIA419;500;28/02/2017;Volumen Febrero;VOLUMEN
10550;WZT974;500;28/02/2017;Volumen Febrero;VOLUMEN
10518;ISF497;500;28/02/2017;Volumen Febrero;VOLUMEN
96023;DNF247;500;28/02/2017;Volumen Febrero;VOLUMEN
20002;KGL879;500;28/02/2017;Volumen Febrero;VOLUMEN
353070;YUD496;500;28/02/2017;Volumen Febrero;VOLUMEN
378399;DAW882;500;28/02/2017;Volumen Febrero;VOLUMEN
353187;MMU709;500;28/02/2017;Volumen Febrero;VOLUMEN
356521;BMD445;500;28/02/2017;Volumen Febrero;VOLUMEN
811738;THM422;500;28/02/2017;Volumen Febrero;VOLUMEN
23012;OXT392;500;28/02/2017;Volumen Febrero;VOLUMEN
11202;MOG508;500;28/02/2017;Volumen Febrero;VOLUMEN
3807;YBF592;500;28/02/2017;Volumen Febrero;VOLUMEN
3575;NYG361;500;28/02/2017;Volumen Febrero;VOLUMEN
360113;RFV394;500;28/02/2017;Volumen Febrero;VOLUMEN
360612;GVK405;500;28/02/2017;Volumen Febrero;VOLUMEN
362191;ZRP910;500;28/02/2017;Volumen Febrero;VOLUMEN
887925;CKG898;500;28/02/2017;Volumen Febrero;VOLUMEN
378809;FAZ516;500;28/02/2017;Volumen Febrero;VOLUMEN
4906;ADH907;500;28/02/2017;Volumen Febrero;VOLUMEN
318740;XQR291;500;28/02/2017;Volumen Febrero;VOLUMEN
183780;XLK731;500;28/02/2017;Volumen Febrero;VOLUMEN
810835;HMP262;500;28/02/2017;Volumen Febrero;VOLUMEN
323677;KRY229;500;28/02/2017;Volumen Febrero;VOLUMEN
4721;LXO501;500;28/02/2017;Volumen Febrero;VOLUMEN
4914;JZU476;500;28/02/2017;Volumen Febrero;VOLUMEN
385351;RWR830;500;28/02/2017;Volumen Febrero;VOLUMEN
811386;SAP364;500;28/02/2017;Volumen Febrero;VOLUMEN
4697;DLG147;500;28/02/2017;Volumen Febrero;VOLUMEN
300322;UDR254;500;28/02/2017;Volumen Febrero;VOLUMEN
5585;IUX427;500;28/02/2017;Volumen Febrero;VOLUMEN
4704;HLN221;500;28/02/2017;Volumen Febrero;VOLUMEN
389704;RUM510;500;28/02/2017;Volumen Febrero;VOLUMEN
353637;BWN185;500;28/02/2017;Volumen Febrero;VOLUMEN
352658;NDX576;500;28/02/2017;Volumen Febrero;VOLUMEN
356501;DGV146;500;28/02/2017;Volumen Febrero;VOLUMEN
365717;HYH550;500;28/02/2017;Volumen Febrero;VOLUMEN
380835;OOY206;500;28/02/2017;Volumen Febrero;VOLUMEN
976;MKG856;500;28/02/2017;Volumen Febrero;VOLUMEN
1190;ZNE868;500;28/02/2017;Volumen Febrero;VOLUMEN
1005;OMU449;500;28/02/2017;Volumen Febrero;VOLUMEN
2368;BPS354;500;28/02/2017;Volumen Febrero;VOLUMEN
2600;XPR175;500;28/02/2017;Volumen Febrero;VOLUMEN
812174;WKK480;500;28/02/2017;Volumen Febrero;VOLUMEN
385877;DDP585;500;28/02/2017;Volumen Febrero;VOLUMEN
884948;BYM559;500;28/02/2017;Volumen Febrero;VOLUMEN
812051;DON280;500;28/02/2017;Volumen Febrero;VOLUMEN
388205;YNU150;500;28/02/2017;Volumen Febrero;VOLUMEN
385452;MUF771;500;28/02/2017;Volumen Febrero;VOLUMEN
379567;TWW818;500;28/02/2017;Volumen Febrero;VOLUMEN
50746;WDR122;500;28/02/2017;Volumen Febrero;VOLUMEN
4295;QPQ608;500;28/02/2017;Volumen Febrero;VOLUMEN
306077;GDI212;500;28/02/2017;Volumen Febrero;VOLUMEN
172977;JPF414;500;28/02/2017;Volumen Febrero;VOLUMEN
375648;BRS652;500;28/02/2017;Volumen Febrero;VOLUMEN
7485;OIN373;500;28/02/2017;Volumen Febrero;VOLUMEN
3133;JMJ240;500;28/02/2017;Volumen Febrero;VOLUMEN
8300;GKW124;500;28/02/2017;Volumen Febrero;VOLUMEN
8606;GFB478;500;28/02/2017;Volumen Febrero;VOLUMEN
1849;VOS488;500;28/02/2017;Volumen Febrero;VOLUMEN
6109;PXB815;500;28/02/2017;Volumen Febrero;VOLUMEN
5790;RAC125;500;28/02/2017;Volumen Febrero;VOLUMEN
1524;NUP326;500;28/02/2017;Volumen Febrero;VOLUMEN
30002;IIH462;500;28/02/2017;Volumen Febrero;VOLUMEN
31278;BGI459;500;28/02/2017;Volumen Febrero;VOLUMEN
7199;EHP279;500;28/02/2017;Volumen Febrero;VOLUMEN
4642;VYC875;500;28/02/2017;Volumen Febrero;VOLUMEN
795;PXF251;500;28/02/2017;Volumen Febrero;VOLUMEN
34;LKA774;500;28/02/2017;Volumen Febrero;VOLUMEN
1803;QHE458;500;28/02/2017;Volumen Febrero;VOLUMEN
613;ZVR336;500;28/02/2017;Volumen Febrero;VOLUMEN
253;DGL464;500;28/02/2017;Volumen Febrero;VOLUMEN
1493;AYZ984;500;28/02/2017;Volumen Febrero;VOLUMEN
4371;MJJ698;500;28/02/2017;Volumen Febrero;VOLUMEN
4644;AKO346;500;28/02/2017;Volumen Febrero;VOLUMEN
2436;QIL207;500;28/02/2017;Volumen Febrero;VOLUMEN
1969;KYD892;500;28/02/2017;Volumen Febrero;VOLUMEN
7031;AUO700;500;28/02/2017;Volumen Febrero;VOLUMEN
2157;QCP286;500;28/02/2017;Volumen Febrero;VOLUMEN
1974;SNA423;500;28/02/2017;Volumen Febrero;VOLUMEN
396650;IOF141;500;28/02/2017;Volumen Febrero;VOLUMEN
3084;PFU719;500;28/02/2017;Volumen Febrero;VOLUMEN
1072;BPW924;500;28/02/2017;Volumen Febrero;VOLUMEN
395;QTN849;500;28/02/2017;Volumen Febrero;VOLUMEN
499;HMV632;500;28/02/2017;Volumen Febrero;VOLUMEN
2346;VCY625;500;28/02/2017;Volumen Febrero;VOLUMEN
391107;YZX919;500;28/02/2017;Volumen Febrero;VOLUMEN
2390;BYE229;500;28/02/2017;Volumen Febrero;VOLUMEN
2539;HKN293;500;28/02/2017;Volumen Febrero;VOLUMEN
2324;HFP432;500;28/02/2017;Volumen Febrero;VOLUMEN
6836;RMF145;500;28/02/2017;Volumen Febrero;VOLUMEN
11617;ZPN507;500;28/02/2017;Volumen Febrero;VOLUMEN
9199;OUR295;500;28/02/2017;Volumen Febrero;VOLUMEN
2831;DKH270;500;28/02/2017;Volumen Febrero;VOLUMEN
6362;UFF764;500;28/02/2017;Volumen Febrero;VOLUMEN
10612;MUH263;500;28/02/2017;Volumen Febrero;VOLUMEN
